"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"5056";5056;"2011-08-03";3;0;8;13;0;3;1;2;0,76;0,7121;0,58;0,2239;37;107;144
"11857";11857;"2012-05-14";2;1;5;5;0;1;1;2;0,54;0,5152;0,77;0,1642;1;25;26
"297";297;"2011-01-13";1;0;1;19;0;4;1;1;0,16;0,1515;0,47;0,2537;1;98;99
"6795";6795;"2011-10-15";4;0;10;16;0;6;0;1;0,62;0,6212;0,29;0,3881;179;264;443
"16374";16374;"2012-11-19";4;1;11;23;0;1;1;1;0,34;0,3485;0,66;0,1045;2;72;74
"9176";9176;"2012-01-23";1;1;1;5;0;1;1;2;0,2;0,2576;0,86;0;0;19;19
"16835";16835;"2012-12-09";4;1;12;5;0;0;0;2;0,4;0,4091;0,87;0,1045;0;8;8
"1968";1968;"2011-03-27";2;0;3;19;0;0;0;1;0,3;0,2879;0,31;0,2239;23;80;103
"15582";15582;"2012-10-16";4;1;10;10;0;2;1;1;0,5;0,4848;0,48;0,2836;65;157;222
"5255";5255;"2011-08-11";3;0;8;20;0;4;1;1;0,72;0,6515;0,37;0,1343;56;232;288
"5927";5927;"2011-09-09";3;0;9;11;0;5;1;2;0,62;0,5455;0,94;0;6;66;72
"5231";5231;"2011-08-10";3;0;8;20;0;3;1;1;0,76;0,6667;0,31;0,1343;59;253;312
"5537";5537;"2011-08-23";3;0;8;14;0;2;1;1;0,72;0,6515;0,3;0,0896;149;502;651
"13744";13744;"2012-07-31";3;1;7;20;0;2;1;3;0,7;0,6515;0,7;0,194;55;397;452
"16656";16656;"2012-12-01";4;1;12;18;0;6;0;2;0,34;0,3636;0,76;0;42;255;297
"7969";7969;"2011-12-03";4;0;12;16;0;6;0;1;0,38;0,3939;0,46;0;75;230;305
"6634";6634;"2011-10-08";4;0;10;23;0;6;0;1;0,48;0,4697;0,88;0;52;90;142
"7842";7842;"2011-11-28";4;0;11;9;0;1;1;2;0,44;0,4394;0,88;0,2239;17;191;208
"15557";15557;"2012-10-15";4;1;10;9;0;1;1;3;0,6;0,5909;0,69;0,3881;31;328;359
"1313";1313;"2011-02-27";1;0;2;21;0;0;0;1;0,38;0,3939;0,62;0,1642;8;61;69
"6984";6984;"2011-10-23";4;0;10;14;0;0;0;1;0,52;0,5;0,55;0,2239;192;216;408
"12710";12710;"2012-06-18";2;1;6;18;0;1;1;2;0,62;0,6061;0,69;0,1642;47;595;642
"2213";2213;"2011-04-07";2;0;4;1;0;4;1;1;0,42;0,4242;0,47;0,1343;2;11;13
"4268";4268;"2011-07-01";3;0;7;17;0;5;1;1;0,82;0,697;0,21;0,194;99;362;461
"8725";8725;"2012-01-04";1;1;1;8;0;3;1;1;0,02;0,0606;0,44;0,1343;5;310;315
"4226";4226;"2011-06-29";3;0;6;23;0;3;1;1;0,68;0,6364;0,47;0,194;32;97;129
"14201";14201;"2012-08-19";3;1;8;21;0;0;0;3;0,62;0,5909;0,78;0,0896;36;154;190
"13004";13004;"2012-07-01";3;1;7;0;0;0;0;1;0,76;0,7273;0,66;0;27;122;149
"1528";1528;"2011-03-09";1;0;3;0;0;3;1;1;0,26;0,2879;0,65;0,0896;0;9;9
"5827";5827;"2011-09-05";3;0;9;5;1;1;0;2;0,66;0,6212;0,74;0,1642;2;4;6
"11644";11644;"2012-05-05";2;1;5;8;0;6;0;1;0,58;0,5455;0,83;0,0896;42;155;197
"17180";17180;"2012-12-23";1;1;12;14;0;0;0;1;0,34;0,303;0,31;0,2985;57;118;175
"3443";3443;"2011-05-28";2;0;5;8;0;6;0;1;0,62;0,5909;0,78;0,194;27;75;102
"5921";5921;"2011-09-09";3;0;9;5;0;5;1;2;0,62;0,5455;0,94;0,1343;0;14;14
"1035";1035;"2011-02-15";1;0;2;19;0;2;1;1;0,28;0,2879;0,26;0,1343;3;142;145
"7184";7184;"2011-10-31";4;0;10;22;0;1;1;2;0,36;0,3485;0,76;0,194;8;77;85
"15631";15631;"2012-10-18";4;1;10;11;0;4;1;2;0,56;0,5303;0,56;0,2239;79;189;268
"3605";3605;"2011-06-04";2;0;6;2;0;6;0;1;0,54;0,5152;0,56;0,194;18;41;59
"11241";11241;"2012-04-18";2;1;4;13;0;3;1;3;0,46;0,4545;0,59;0;13;51;64
"1055";1055;"2011-02-16";1;0;2;16;0;3;1;1;0,46;0,4545;0,31;0,3881;26;96;122
"12107";12107;"2012-05-24";2;1;5;15;0;4;1;1;0,74;0,6818;0,55;0,2537;69;222;291
"12071";12071;"2012-05-23";2;1;5;3;0;3;1;1;0,6;0,5758;0,78;0,1045;0;5;5
"11558";11558;"2012-05-01";2;1;5;18;0;2;1;1;0,7;0,6515;0,54;0,1343;81;662;743
"7925";7925;"2011-12-01";4;0;12;20;0;4;1;1;0,34;0,3485;0,46;0,1045;12;178;190
"8224";8224;"2011-12-14";4;0;12;7;0;3;1;1;0,28;0,3182;0,75;0;4;243;247
"13266";13266;"2012-07-11";3;1;7;22;0;3;1;1;0,72;0,6667;0,58;0,2537;41;203;244
"17087";17087;"2012-12-19";4;1;12;17;0;3;1;1;0,4;0,4091;0,5;0,3881;26;536;562
"9918";9918;"2012-02-23";1;1;2;6;0;4;1;1;0,36;0,3485;0,87;0,194;3;88;91
"3286";3286;"2011-05-21";2;0;5;19;0;6;0;1;0,68;0,6364;0,47;0,1642;117;184;301
"4974";4974;"2011-07-31";3;0;7;3;0;0;0;1;0,74;0,697;0,66;0;24;26;50
"11715";11715;"2012-05-08";2;1;5;7;0;2;1;1;0,52;0,5;0,72;0,2836;21;442;463
"7986";7986;"2011-12-04";4;0;12;9;0;0;0;1;0,3;0,3333;0,81;0;12;114;126
"1585";1585;"2011-03-11";1;0;3;12;0;5;1;2;0,34;0,3182;0,53;0,2537;15;96;111
"5073";5073;"2011-08-04";3;0;8;6;0;4;1;2;0,68;0,6364;0,89;0,2985;7;90;97
"6031";6031;"2011-09-13";3;0;9;20;0;2;1;1;0,66;0,6212;0,74;0,194;31;241;272
"6245";6245;"2011-09-22";3;0;9;18;0;4;1;2;0,64;0,5758;0,83;0,1045;50;501;551
"14975";14975;"2012-09-21";3;1;9;3;0;5;1;1;0,5;0,4848;0,77;0,0896;1;11;12
"15743";15743;"2012-10-23";4;1;10;3;0;2;1;1;0,44;0,4394;0,77;0,1343;0;1;1
"10630";10630;"2012-03-24";2;1;3;0;0;6;0;1;0,58;0,5455;0,68;0;45;111;156
"908";908;"2011-02-10";1;0;2;8;0;4;1;1;0,1;0,0758;0,49;0,3284;5;173;178
"9086";9086;"2012-01-19";1;1;1;11;0;4;1;1;0,16;0,1667;0,55;0,1642;6;93;99
"1298";1298;"2011-02-27";1;0;2;6;0;0;0;1;0,24;0,2879;0,87;0;2;1;3
"11565";11565;"2012-05-02";2;1;5;1;0;3;1;1;0,56;0,5303;0,83;0;8;7;15
"3797";3797;"2011-06-12";2;0;6;2;0;0;0;1;0,64;0,5758;0,89;0,2537;9;57;66
"16918";16918;"2012-12-12";4;1;12;16;0;3;1;2;0,34;0,3333;0,46;0,1343;19;310;329
"15671";15671;"2012-10-20";4;1;10;3;0;6;0;1;0,42;0,4242;0,77;0,1343;2;27;29
"4785";4785;"2011-07-23";3;0;7;6;0;6;0;1;0,8;0,7424;0,52;0,1343;6;19;25
"8261";8261;"2011-12-15";4;0;12;20;0;4;1;1;0,52;0,5;0,59;0,3284;12;209;221
"2904";2904;"2011-05-05";2;0;5;21;0;4;1;1;0,5;0,4848;0,36;0,194;39;141;180
"6293";6293;"2011-09-24";4;0;9;18;0;6;0;1;0,64;0,5909;0,78;0,1045;157;243;400
"1737";1737;"2011-03-18";1;0;3;0;0;5;1;1;0,42;0,4242;0,58;0,2836;5;24;29
"10620";10620;"2012-03-23";2;1;3;14;0;5;1;2;0,72;0,6515;0,42;0,1045;208;224;432
"1922";1922;"2011-03-25";2;0;3;20;0;5;1;2;0,3;0,303;0,39;0,1343;6;75;81
"9977";9977;"2012-02-25";1;1;2;17;0;6;0;1;0,3;0,2727;0,33;0,3582;16;143;159
"8078";8078;"2011-12-08";4;0;12;5;0;4;1;1;0,22;0,2121;0,64;0,2239;0;12;12
"16218";16218;"2012-11-13";4;1;11;11;0;2;1;1;0,32;0,303;0,7;0,2537;22;133;155
"1304";1304;"2011-02-27";1;0;2;12;0;0;0;1;0,4;0,4091;0,54;0,0896;61;132;193
"17077";17077;"2012-12-19";4;1;12;7;0;3;1;1;0,26;0,2727;0,75;0,1343;3;360;363
"13513";13513;"2012-07-22";3;1;7;5;0;0;0;1;0,6;0,5455;0,88;0;0;6;6
"11420";11420;"2012-04-26";2;1;4;0;0;4;1;2;0,48;0,4697;0,63;0;1;42;43
"3667";3667;"2011-06-06";2;0;6;16;0;1;1;1;0,76;0,6667;0,33;0,1343;34;233;267
"8795";8795;"2012-01-07";1;1;1;6;0;6;0;1;0,26;0,2727;0,75;0,1045;0;7;7
"6716";6716;"2011-10-12";4;0;10;9;0;3;1;2;0,54;0,5152;0,88;0,4478;14;183;197
"9830";9830;"2012-02-19";1;1;2;12;0;0;0;2;0,28;0,2727;0,52;0,2537;71;184;255
"15139";15139;"2012-09-27";4;1;9;23;0;4;1;3;0,62;0,5758;0,83;0,1642;1;44;45
"15519";15519;"2012-10-13";4;1;10;19;0;6;0;1;0,44;0,4394;0,44;0,1642;73;259;332
"11647";11647;"2012-05-05";2;1;5;11;0;6;0;1;0,7;0,6515;0,58;0,0896;221;354;575
"2512";2512;"2011-04-19";2;0;4;13;0;2;1;2;0,54;0,5152;0,68;0,2239;26;103;129
"15419";15419;"2012-10-09";4;1;10;15;0;2;1;2;0,52;0,5;0,63;0,1642;59;195;254
"16051";16051;"2012-11-06";4;1;11;11;0;2;1;1;0,32;0,3333;0,45;0,1343;39;177;216
"212";212;"2011-01-10";1;0;1;2;0;1;1;1;0,12;0,1212;0,5;0,2239;0;3;3
"6127";6127;"2011-09-17";3;0;9;20;0;6;0;1;0,52;0,5;0,68;0,1343;43;133;176
"9545";9545;"2012-02-07";1;1;2;15;0;2;1;1;0,44;0,4394;0,38;0,194;13;133;146
"8676";8676;"2012-01-02";1;1;1;7;1;1;0;1;0,24;0,2121;0,32;0,3881;0;16;16
"12230";12230;"2012-05-29";2;1;5;18;0;2;1;1;0,8;0,7424;0,49;0,4925;78;632;710
"1914";1914;"2011-03-25";2;0;3;12;0;5;1;1;0,32;0,303;0,42;0,2537;37;108;145
"1987";1987;"2011-03-28";2;0;3;15;0;1;1;1;0,32;0,303;0,24;0,2836;19;53;72
"936";936;"2011-02-11";1;0;2;14;0;5;1;1;0,3;0,2879;0,26;0,2537;17;67;84
"3212";3212;"2011-05-18";2;0;5;17;0;3;1;1;0,6;0,5909;0,69;0,1343;78;487;565
"17324";17324;"2012-12-29";1;1;12;16;0;6;0;1;0,3;0,2424;0,75;0,1045;22;125;147
"5024";5024;"2011-08-02";3;0;8;5;0;2;1;1;0,66;0,6212;0,74;0,1343;4;17;21
"7538";7538;"2011-11-15";4;0;11;16;0;2;1;2;0,52;0,5;0,68;0,1343;31;240;271
"10430";10430;"2012-03-15";1;1;3;16;0;4;1;1;0,72;0,6515;0,37;0,3881;95;331;426
"5183";5183;"2011-08-08";3;0;8;20;0;1;1;1;0,8;0,7576;0,55;0;71;215;286
"13115";13115;"2012-07-05";3;1;7;15;0;4;1;1;0,92;0,8333;0,33;0,3582;71;183;254
"7709";7709;"2011-11-22";4;0;11;19;0;2;1;3;0,46;0,4545;0,94;0,1045;5;106;111
"1829";1829;"2011-03-21";2;0;3;22;0;1;1;1;0,46;0,4545;0,88;0,2239;18;60;78
"2438";2438;"2011-04-16";2;0;4;11;0;6;0;3;0,42;0,4242;0,94;0,4478;4;27;31
"11127";11127;"2012-04-13";2;1;4;19;0;5;1;1;0,54;0,5152;0,24;0,1642;75;352;427
"17150";17150;"2012-12-22";1;1;12;8;0;6;0;1;0,26;0,2121;0,44;0,6119;0;29;29
"2444";2444;"2011-04-16";2;0;4;17;0;6;0;3;0,5;0,4848;0,88;0,5821;1;14;15
"72";72;"2011-01-04";1;0;1;2;0;2;1;1;0,14;0,1515;0,63;0,1343;0;1;1
"2242";2242;"2011-04-08";2;0;4;6;0;5;1;2;0,34;0,3636;0,87;0;2;33;35
"10901";10901;"2012-04-04";2;1;4;8;0;3;1;2;0,44;0,4394;0,72;0,1045;31;653;684
"16367";16367;"2012-11-19";4;1;11;16;0;1;1;1;0,42;0,4242;0,58;0,2537;55;325;380
"4431";4431;"2011-07-08";3;0;7;12;0;5;1;2;0,76;0,7273;0,7;0,2836;49;164;213
"14167";14167;"2012-08-18";3;1;8;11;0;6;0;1;0,72;0,6667;0,51;0;180;356;536
"2338";2338;"2011-04-12";2;0;4;7;0;2;1;2;0,54;0,5152;0,68;0,2239;12;177;189
"9777";9777;"2012-02-17";1;1;2;7;0;5;1;2;0,28;0,2879;0,93;0,1045;4;222;226
"8493";8493;"2011-12-25";1;0;12;13;0;0;0;1;0,32;0,303;0,7;0,2537;40;39;79
"1711";1711;"2011-03-16";1;0;3;22;0;3;1;2;0,4;0,4091;0,62;0,3881;11;48;59
"13485";13485;"2012-07-21";3;1;7;1;0;6;0;2;0,62;0,5758;0,83;0,2537;10;62;72
"15434";15434;"2012-10-10";4;1;10;6;0;3;1;2;0,46;0,4545;0,88;0,0896;3;172;175
"10871";10871;"2012-04-03";2;1;4;2;0;2;1;1;0,36;0,3485;0,53;0,1642;0;5;5
"6089";6089;"2011-09-16";3;0;9;6;0;5;1;1;0,38;0,3939;0,71;0,2239;6;87;93
"15393";15393;"2012-10-08";4;1;10;13;1;1;0;2;0,42;0,4242;0,62;0,194;82;323;405
"1338";1338;"2011-03-01";1;0;3;0;0;2;1;1;0,3;0,2727;0,7;0,4627;0;7;7
"14613";14613;"2012-09-06";3;1;9;1;0;4;1;2;0,7;0,6667;0,84;0;2;16;18
"13206";13206;"2012-07-09";3;1;7;10;0;1;1;2;0,66;0,6061;0,83;0,194;58;117;175
"5336";5336;"2011-08-15";3;0;8;5;0;1;1;2;0,6;0,5455;0,88;0,194;3;14;17
"4933";4933;"2011-07-29";3;0;7;10;0;5;1;1;0,9;0,8485;0,42;0,2836;37;69;106
"9859";9859;"2012-02-20";1;1;2;18;1;1;0;1;0,34;0,3182;0,34;0,2239;27;215;242
"2291";2291;"2011-04-10";2;0;4;7;0;0;0;2;0,36;0,3636;1;0,0896;3;7;10
"17146";17146;"2012-12-22";1;1;12;4;0;6;0;1;0,26;0,2576;0,48;0,194;3;2;5
"3751";3751;"2011-06-10";2;0;6;4;0;5;1;1;0,66;0,6061;0,78;0,1642;0;4;4
"8283";8283;"2011-12-16";4;0;12;18;0;5;1;2;0,32;0,303;0,45;0,2537;10;285;295
"15410";15410;"2012-10-09";4;1;10;6;0;2;1;2;0,38;0,3939;0,82;0,2537;2;141;143
"12091";12091;"2012-05-23";2;1;5;23;0;3;1;1;0,6;0,5606;0,83;0,1343;23;83;106
"4190";4190;"2011-06-28";3;0;6;11;0;2;1;1;0,82;0,7576;0,46;0;49;118;167
"11418";11418;"2012-04-25";2;1;4;22;0;3;1;1;0,5;0,4848;0,51;0;22;170;192
"880";880;"2011-02-09";1;0;2;2;0;3;1;1;0,08;0,0758;0,38;0,2836;1;2;3
"11694";11694;"2012-05-07";2;1;5;10;0;1;1;2;0,52;0,5;0,77;0,194;62;128;190
"4394";4394;"2011-07-06";3;0;7;23;0;3;1;1;0,68;0,6364;0,83;0,2239;20;78;98
"10505";10505;"2012-03-18";1;1;3;19;0;0;0;1;0,56;0,5303;0,64;0,1642;118;234;352
"15615";15615;"2012-10-17";4;1;10;19;0;3;1;1;0,5;0,4848;0,72;0,194;49;467;516
"16568";16568;"2012-11-28";4;1;11;1;0;3;1;2;0,26;0,2576;0,75;0,2239;0;12;12
"7305";7305;"2011-11-05";4;0;11;23;0;6;0;1;0,28;0,3182;0,7;0;4;81;85
"2255";2255;"2011-04-08";2;0;4;19;0;5;1;3;0,3;0,2727;0,93;0,4179;1;52;53
"12427";12427;"2012-06-06";2;1;6;23;0;3;1;1;0,52;0,5;0,77;0;13;110;123
"4784";4784;"2011-07-23";3;0;7;5;0;6;0;1;0,76;0,7121;0,62;0,1343;1;6;7
"8524";8524;"2011-12-26";1;0;12;21;1;1;0;1;0,26;0,303;0,7;0;10;39;49
"11847";11847;"2012-05-13";2;1;5;19;0;0;0;2;0,66;0,6212;0,5;0,4179;107;232;339
"1640";1640;"2011-03-13";1;0;3;20;0;0;0;1;0,32;0,303;0,57;0,2985;23;54;77
"13643";13643;"2012-07-27";3;1;7;15;0;5;1;1;0,86;0,7879;0,41;0,2239;81;242;323
"11408";11408;"2012-04-25";2;1;4;12;0;3;1;1;0,54;0,5152;0,28;0,2836;49;220;269
"11269";11269;"2012-04-19";2;1;4;17;0;4;1;1;0,6;0,6212;0,43;0,0896;85;663;748
"352";352;"2011-01-16";1;0;1;3;0;0;0;1;0,22;0,2727;0,69;0;9;6;15
"13568";13568;"2012-07-24";3;1;7;12;0;2;1;2;0,82;0,7879;0,56;0,2239;60;169;229
"6828";6828;"2011-10-17";4;0;10;1;0;1;1;1;0,56;0,5303;0,54;0,3881;2;15;17
"14877";14877;"2012-09-17";3;1;9;1;0;1;1;1;0,52;0,5;0,72;0,0896;9;12;21
"1361";1361;"2011-03-01";1;0;3;23;0;2;1;1;0,24;0,2273;0,65;0,2239;2;23;25
"7955";7955;"2011-12-03";4;0;12;2;0;6;0;1;0,26;0,2576;0,65;0,1642;9;41;50
"8050";8050;"2011-12-07";4;0;12;1;0;3;1;2;0,46;0,4545;1;0,2537;4;9;13
"15748";15748;"2012-10-23";4;1;10;8;0;2;1;2;0,46;0,4545;0,72;0,0896;28;733;761
"8870";8870;"2012-01-10";1;1;1;10;0;2;1;2;0,18;0,197;0,93;0,1642;3;80;83
"16424";16424;"2012-11-22";4;1;11;1;1;4;0;1;0,28;0,303;0,65;0,0896;5;37;42
"9052";9052;"2012-01-18";1;1;1;1;0;3;1;2;0,46;0,4545;0,77;0,3284;0;10;10
"8667";8667;"2012-01-01";1;1;1;21;0;0;0;2;0,44;0,4394;0,67;0,2537;10;61;71
"15120";15120;"2012-09-27";4;1;9;4;0;4;1;1;0,56;0,5303;0,94;0,1343;2;6;8
"5982";5982;"2011-09-11";3;0;9;18;0;0;0;1;0,68;0,6364;0,65;0,2985;110;229;339
"15947";15947;"2012-11-02";4;1;11;3;0;5;1;1;0,3;0,303;0,7;0,1642;0;3;3
"12114";12114;"2012-05-24";2;1;5;22;0;4;1;2;0,64;0,5909;0,78;0,1045;33;210;243
"5370";5370;"2011-08-16";3;0;8;15;0;2;1;1;0,8;0,7121;0,41;0,2985;36;123;159
"16156";16156;"2012-11-10";4;1;11;21;0;6;0;1;0,4;0,4091;0,66;0;51;169;220
"15975";15975;"2012-11-03";4;1;11;7;0;6;0;2;0,32;0,303;0,49;0,2537;1;58;59
"11155";11155;"2012-04-14";2;1;4;23;0;6;0;2;0,54;0,5152;0,56;0,194;45;151;196
"12472";12472;"2012-06-08";2;1;6;20;0;5;1;1;0,72;0,6515;0,32;0,1343;117;291;408
"14045";14045;"2012-08-13";3;1;8;9;0;1;1;2;0,74;0,6667;0,45;0;40;265;305
"441";441;"2011-01-20";1;0;1;9;0;4;1;2;0,24;0,2273;0,52;0,2239;3;140;143
"12903";12903;"2012-06-26";3;1;6;19;0;2;1;1;0,72;0,6515;0,28;0,2239;83;529;612
"5040";5040;"2011-08-02";3;0;8;21;0;2;1;1;0,8;0,7424;0,52;0,2239;53;201;254
"7332";7332;"2011-11-07";4;0;11;2;0;1;1;1;0,32;0,3485;0,93;0;0;2;2
"12584";12584;"2012-06-13";2;1;6;12;0;3;1;2;0,68;0,6364;0,44;0,4179;93;241;334
"11016";11016;"2012-04-09";2;1;4;3;0;1;1;1;0,44;0,4394;0,3;0,1642;0;3;3
"11908";11908;"2012-05-16";2;1;5;8;0;3;1;1;0,58;0,5455;0,83;0;33;617;650
"5186";5186;"2011-08-08";3;0;8;23;0;1;1;1;0,74;0,697;0,66;0,1045;19;53;72
"4149";4149;"2011-06-26";3;0;6;18;0;0;0;2;0,72;0,6515;0,45;0,2537;117;265;382
"12689";12689;"2012-06-17";2;1;6;21;0;0;0;1;0,62;0,6212;0,57;0,194;76;170;246
"13235";13235;"2012-07-10";3;1;7;15;0;2;1;1;0,8;0,7121;0,41;0,2239;77;188;265
"4867";4867;"2011-07-26";3;0;7;16;0;2;1;1;0,86;0,7576;0,36;0,2836;41;213;254
"13184";13184;"2012-07-08";3;1;7;12;0;0;0;1;0,92;0,8939;0,42;0,194;105;271;376
"2880";2880;"2011-05-04";2;0;5;21;0;3;1;1;0,4;0,4091;0,62;0,1642;17;133;150
"3480";3480;"2011-05-29";2;0;5;21;0;0;0;1;0,68;0,6364;0,83;0,1642;107;122;229
"9686";9686;"2012-02-13";1;1;2;12;0;1;1;1;0,28;0,2576;0,28;0,3284;7;111;118
"15150";15150;"2012-09-28";4;1;9;10;0;5;1;2;0,64;0,5909;0,78;0,1343;51;194;245
"4258";4258;"2011-07-01";3;0;7;7;0;5;1;1;0,66;0,6212;0,54;0,1045;25;218;243
"6485";6485;"2011-10-02";4;0;10;18;0;0;0;2;0,36;0,3485;0,81;0,194;16;158;174
"15366";15366;"2012-10-07";4;1;10;10;0;0;0;2;0,42;0,4242;0,67;0,194;41;144;185
"10665";10665;"2012-03-25";2;1;3;11;0;0;0;2;0,4;0,4091;0,94;0,2537;106;217;323
"2024";2024;"2011-03-30";2;0;3;4;0;3;1;2;0,32;0,3485;0,57;0;1;0;1
"16822";16822;"2012-12-08";4;1;12;16;0;6;0;1;0,42;0,4242;0,82;0,1642;139;368;507
"2886";2886;"2011-05-05";2;0;5;3;0;4;1;1;0,34;0,3182;0,66;0,2537;0;4;4
"6371";6371;"2011-09-28";4;0;9;0;0;3;1;1;0,6;0,5455;0,88;0;7;29;36
"5239";5239;"2011-08-11";3;0;8;4;0;4;1;1;0,64;0,6212;0,57;0,1642;1;4;5
"11606";11606;"2012-05-03";2;1;5;18;0;4;1;1;0,72;0,6667;0,58;0,1343;64;642;706
"5793";5793;"2011-09-03";3;0;9;19;0;6;0;1;0,7;0,6667;0,74;0,1343;147;148;295
"3963";3963;"2011-06-19";2;0;6;0;0;0;0;1;0,7;0,6515;0,65;0;18;71;89
"8555";8555;"2011-12-28";1;0;12;5;0;3;1;1;0,32;0,2879;0,57;0,3582;0;9;9
"9082";9082;"2012-01-19";1;1;1;7;0;4;1;1;0,12;0,1667;0,54;0,0896;2;204;206
"9237";9237;"2012-01-25";1;1;1;18;0;3;1;1;0,32;0,3333;0,66;0,1343;24;415;439
"12082";12082;"2012-05-23";2;1;5;14;0;3;1;1;0,68;0,6364;0,65;0,1343;67;181;248
"4644";4644;"2011-07-17";3;0;7;9;0;0;0;1;0,72;0,6667;0,58;0,2239;74;110;184
"7261";7261;"2011-11-04";4;0;11;3;0;5;1;2;0,38;0,3939;0,87;0,1642;1;7;8
"14993";14993;"2012-09-21";3;1;9;21;0;5;1;1;0,6;0,5909;0,73;0,2537;46;266;312
"11334";11334;"2012-04-22";2;1;4;10;0;0;0;3;0,38;0,3939;0,82;0,3284;11;57;68
"11904";11904;"2012-05-16";2;1;5;4;0;3;1;1;0,54;0,5152;0,94;0,1343;1;3;4
"6920";6920;"2011-10-20";4;0;10;22;0;4;1;1;0,44;0,4394;0,51;0,3284;22;106;128
"13069";13069;"2012-07-03";3;1;7;17;0;2;1;2;0,86;0,7424;0,3;0,1642;102;620;722
"12395";12395;"2012-06-05";2;1;6;15;0;2;1;2;0,58;0,5455;0,46;0,1343;54;218;272
"5358";5358;"2011-08-16";3;0;8;3;0;2;1;1;0,62;0,5909;0,73;0,2239;1;5;6
"14618";14618;"2012-09-06";3;1;9;6;0;4;1;2;0,7;0,6667;0,84;0,0896;11;189;200
"2615";2615;"2011-04-23";2;0;4;20;0;6;0;2;0,54;0,5152;0,88;0,2537;45;138;183
"6825";6825;"2011-10-16";4;0;10;22;0;0;0;1;0,56;0,5303;0,49;0,4179;42;88;130
"3631";3631;"2011-06-05";2;0;6;4;0;0;0;2;0,62;0,6061;0,65;0,1642;4;8;12
"16640";16640;"2012-12-01";4;1;12;2;0;6;0;2;0,26;0,303;0,81;0;3;47;50
"13143";13143;"2012-07-06";3;1;7;19;0;5;1;1;0,88;0,7879;0,35;0,2239;112;306;418
"14053";14053;"2012-08-13";3;1;8;17;0;1;1;1;0,8;0,7121;0,36;0,1642;102;716;818
"7995";7995;"2011-12-04";4;0;12;18;0;0;0;1;0,38;0,3939;0,71;0;10;161;171
"10094";10094;"2012-03-01";1;1;3;15;0;4;1;1;0,6;0,6212;0,31;0,2537;31;192;223
"3085";3085;"2011-05-13";2;0;5;10;0;5;1;2;0,52;0,5;0,83;0,1343;31;99;130
"2703";2703;"2011-04-27";2;0;4;12;0;3;1;1;0,66;0,6061;0,78;0,3284;38;135;173
"8418";8418;"2011-12-22";1;0;12;9;0;4;1;2;0,38;0,3939;0,87;0,0896;10;218;228
"3594";3594;"2011-06-03";2;0;6;15;0;5;1;1;0,7;0,6364;0,28;0,2836;56;156;212
"17072";17072;"2012-12-19";4;1;12;2;0;3;1;1;0,28;0,303;0,65;0,0896;1;2;3
"6945";6945;"2011-10-21";4;0;10;23;0;5;1;1;0,4;0,4091;0,62;0,2239;18;99;117
"1194";1194;"2011-02-22";1;0;2;18;0;2;1;1;0,22;0,2273;0,47;0,1343;6;161;167
"8884";8884;"2012-01-11";1;1;1;0;0;3;1;1;0,26;0,303;0,81;0;2;26;28
"7239";7239;"2011-11-03";4;0;11;5;0;4;1;1;0,32;0,3333;0,81;0,1343;1;27;28
"8019";8019;"2011-12-05";4;0;12;18;0;1;1;1;0,44;0,4394;0,77;0;13;386;399
"8956";8956;"2012-01-14";1;1;1;0;0;6;0;1;0,16;0,1818;0,47;0,1045;2;42;44
"1701";1701;"2011-03-16";1;0;3;12;0;3;1;2;0,4;0,4091;0,71;0,1045;23;65;88
"8296";8296;"2011-12-17";4;0;12;7;0;6;0;2;0,26;0,2576;0,56;0,2239;0;20;20
"14890";14890;"2012-09-17";3;1;9;14;0;1;1;2;0,64;0,6061;0,65;0,2537;129;203;332
"4607";4607;"2011-07-15";3;0;7;20;0;5;1;1;0,7;0,6515;0,51;0,2239;92;251;343
"2700";2700;"2011-04-27";2;0;4;9;0;3;1;2;0,6;0,5455;0,88;0,4179;20;161;181
"4228";4228;"2011-06-30";3;0;6;1;0;4;1;1;0,64;0,6212;0,53;0,1343;13;19;32
"5134";5134;"2011-08-06";3;0;8;19;0;6;0;3;0,72;0,7121;0,84;0,2537;57;114;171
"13704";13704;"2012-07-30";3;1;7;4;0;1;1;1;0,66;0,6061;0,83;0;0;5;5
"14899";14899;"2012-09-17";3;1;9;23;0;1;1;3;0,6;0,5152;0,94;0,2537;4;66;70
"2115";2115;"2011-04-02";2;0;4;23;0;6;0;1;0,32;0,3182;0,61;0,1642;20;33;53
"15392";15392;"2012-10-08";4;1;10;12;1;1;0;2;0,42;0,4242;0,63;0,1642;74;267;341
"6556";6556;"2011-10-05";4;0;10;17;0;3;1;1;0,64;0,6212;0,47;0,2537;66;525;591
"12920";12920;"2012-06-27";3;1;6;12;0;3;1;1;0,76;0,6667;0,29;0,2985;77;245;322
"138";138;"2011-01-06";1;0;1;23;0;4;1;2;0,2;0,197;0,59;0,194;4;19;23
"1811";1811;"2011-03-21";2;0;3;3;0;1;1;2;0,34;0,303;0,71;0,3284;0;1;1
"11873";11873;"2012-05-14";2;1;5;21;0;1;1;2;0,58;0,5455;0,83;0,0896;7;145;152
